,1th value,2th value,3th value,4th value,5th value,6th value,7th value,8th value,9th value,10th value,11th value,12th value,13th value,14th value,15th value,16th value,17th value,18th value,19th value,20th value,21th value,22th value,23th value,24th value,25th value,26th value,27th value,28th value,29th value,30th value,31th value,32th value,33th value,34th value,35th value,36th value,37th value,38th value,39th value,40th value,41th value,42th value,43th value,44th value,45th value,46th value,47th value,48th value,49th value,50th value,51th value,52th value,53th value,54th value,55th value,56th value,57th value,58th value,59th value,60th value,61th value,62th value,63th value,64th value,65th value,66th value,67th value,68th value,69th value,70th value,71th value,72th value,73th value,74th value,75th value,76th value,77th value,78th value,79th value,80th value,81th value,82th value,83th value,84th value,85th value,86th value,87th value,88th value,89th value,90th value,91th value,92th value,93th value,94th value,95th value,96th value,97th value,98th value,99th value,100th value,101th value,102th value,103th value,104th value,105th value,106th value,107th value,108th value,109th value,110th value,111th value,112th value,113th value,114th value,115th value,116th value,117th value,118th value,119th value,120th value,121th value,122th value,123th value,124th value,125th value,126th value,127th value,128th value,129th value,130th value,131th value,132th value,133th value,134th value,135th value,136th value,137th value,138th value,139th value,140th value,141th value,142th value,143th value,144th value,145th value,146th value,147th value,148th value,149th value,150th value,151th value,152th value,153th value,154th value,155th value,156th value,157th value,158th value,159th value,160th value,161th value,162th value,163th value,164th value,165th value,166th value,167th value,168th value,169th value,170th value,171th value,172th value,173th value,174th value,175th value,176th value,177th value,178th value,179th value,180th value,181th value,182th value,183th value,184th value,185th value,186th value,187th value,188th value,189th value,190th value,191th value,192th value,193th value,194th value,195th value,196th value,197th value,198th value,199th value,200th value,201th value,202th value,203th value,204th value,205th value,206th value,207th value,208th value,209th value,210th value,211th value,212th value,213th value,214th value,215th value,216th value,217th value,218th value,219th value,220th value,221th value,222th value,223th value,224th value,225th value,226th value,227th value,228th value,229th value,230th value,231th value,232th value,233th value,234th value,235th value,236th value,237th value,238th value,239th value,240th value,241th value,242th value,243th value,244th value,245th value,246th value,247th value,248th value,249th value,250th value,genre,type
2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,1917,12,225,86,290,12,5,8,147,2583,13,7385,28,80,596,12,147,2583,81,606,37,7380,1285,4879,6253,78,67,7375,78,973,124,262,4,281,4590,4229,5276,2595,281,170,859,90,50,968,131,4,612,1635,86,5465,4,22,459,1283,3863,642,170,60,281,1259,2773,1,43,13,7385,28,80,596,12,147,2583,81,606,37,7380,1285,4879,6253,78,67,7375,78,973,124,262,4,281,4590,4229,5276,2595,281,170,859,90,50,968,131,4,612,1635,86,5465,4,22,459,1283,3863,642,170,60,281,1259,2773,1,43,606,3,147,2583,597,60,2062,8,211,4908,1,23,62,335,12,1403,386,11,23,62,316,2,50,99,23,3,116,116,116,99,23,3,147,2583,742,742,742,742,3,train
2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1365,28,115,4,431,5,8,413,2,33,1,7,6,51,335,12,1403,386,67,33,289,1285,235,318,386,26,86,180,46,81,33,132,44,332,90,86,33,701,309,332,90,138,91,70,28,130,112,1,5,8,413,2,33,1,7,6,51,335,12,1403,386,67,33,289,1285,235,318,386,26,86,180,46,81,33,132,44,332,90,86,33,701,309,332,90,86,6,180,86,6,33,740,309,332,90,86,6,180,86,6,33,740,309,332,90,86,180,46,81,33,132,44,332,90,86,33,701,309,332,90,86,180,46,81,33,132,44,332,90,86,33,701,309,332,90,3,train
2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,48,33,318,37,777,386,11,25,6,180,543,1203,126,33,307,37,689,799,1,25,6,310,7,11,494,33,182,47,25,6,13,10,178,7386,597,1024,1239,7065,1,2,224,3,309,1,25,3,112,192,97,1024,48,33,318,37,777,386,11,25,6,180,543,1203,126,33,307,37,689,799,1,25,6,310,7,11,494,33,182,47,25,6,13,10,178,7386,597,1024,1239,7065,1,2,224,3,309,1,25,3,112,192,97,248,1812,1146,52,4,387,33,600,644,402,689,6,28,112,192,207,116,28,180,543,192,248,1812,1146,52,4,387,33,600,644,402,689,6,28,112,192,207,116,28,180,543,192,33,182,47,25,6,13,10,178,7386,597,1024,1239,402,2,224,3,309,1,25,3,112,192,97,309,1,25,3,112,192,97,3,train
2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,788,433,19,150,28,115,4,255,597,130,13,115,4,1144,1365,798,28,626,134,97,1225,15,51,1518,19,36,597,130,13,115,4,2970,91,19,67,28,112,134,97,185,73,668,250,3,21,1,103,205,173,5,318,241,7387,6208,606,86,111,306,66,173,23,53,1825,37,28,626,134,97,1225,15,51,1518,19,36,597,130,13,115,4,2970,91,19,67,28,112,134,97,185,73,668,250,3,21,1,103,205,173,5,318,241,7387,6208,606,86,111,306,66,173,23,53,1825,37,28,626,134,97,185,73,668,250,3,21,1,103,205,173,5,318,241,7387,6208,606,86,111,306,66,173,23,53,1825,37,28,626,134,97,3,train
2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,564,3,28,60,63,222,132,36,3281,332,90,94,559,3,369,35,1093,1,332,90,7,6,564,3,28,12,93,1,112,1,1,132,44,332,90,1570,28,27,542,451,209,332,90,5,269,25,27,252,40,3390,4,1492,15,25,6,180,12,457,1,222,1093,1,332,90,59,2,195,29,14,28,39,4,15,1191,370,1,325,3,20,282,1470,35,222,1093,1,332,90,5,269,25,27,252,40,3390,4,1492,15,25,6,180,12,457,1,222,1093,1,332,90,59,2,195,29,14,28,39,4,15,1191,370,1,325,3,20,282,1470,35,222,1093,1,332,90,59,2,195,29,14,28,39,4,15,1191,370,1,325,3,20,282,1470,35,222,1093,1,332,90,1093,1,332,90,3,train
2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,2,2951,261,1407,1,4769,3,3681,48,1943,2782,134,519,13,19,2,4769,3,3681,48,645,2673,13,6,316,2,277,16,3525,125,65,81,13,8,888,6,86,3,307,81,4769,1042,844,7095,4377,19,273,16,132,29,14,766,4377,3681,1704,791,1,49,4769,13,6,316,277,16,3525,125,22,132,36,150,81,13,8,25,3,147,334,296,430,3,1238,430,6,1306,1246,4769,10,25,6,1849,97,637,128,2245,128,25,39,48,949,1,94,1803,4339,30,430,78,25,3,607,38,3559,81,13,8,25,3,147,334,296,28,111,244,1,1080,6,5238,52,1115,237,4,481,244,6,1527,3,686,28,111,244,1,81,13,8,25,3,147,334,296,2373,246,130,71,4423,573,430,62,351,4,894,49,152,81,13,8,25,3,147,334,296,7,1646,2,307,769,332,90,731,694,307,37,244,6,763,3,222,6667,12,222,244,32,34,190,307,6,49,30,839,2,307,585,22,332,90,5,244,1056,22,332,90,3,train
2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,86,594,33,1886,1031,482,7,6,2786,30,28,94,130,3,200,121,981,2,3246,2935,2,2383,7,841,14,644,33,289,1,51,23,1382,1,92,131,93,4,542,685,94,257,10,185,1163,93,4,527,124,7,6,2,3775,30,3775,152,2583,5,8,28,111,142,160,583,991,636,192,97,7,6,86,594,33,1886,1031,482,7,6,2786,30,28,94,130,3,200,121,981,2,3246,2935,2,2383,7,841,14,644,33,289,1,51,23,1382,1,92,131,93,4,542,685,94,257,10,185,1163,93,4,527,124,7,6,2,3775,30,3775,152,2583,5,8,28,111,142,160,583,991,636,192,97,94,950,32,10,25,6,325,30,117,7,6,290,33,1633,1,304,583,991,636,1,117,131,93,4,542,685,94,257,10,185,1163,93,4,527,124,7,6,2,3775,30,3775,152,2583,5,8,28,111,142,160,583,991,636,192,97,7,6,2,3775,30,3775,152,2583,5,8,28,111,142,160,583,991,636,192,97,3,train
2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,52,4,15,40,405,13,304,6,983,3,95,1,207,7,6,104,3,1571,429,222,63,459,75,16,310,1033,50,1,242,73,4,295,3,595,1068,86,33,1886,1031,482,1068,86,521,1,22,307,46,1223,332,90,1223,1,51,23,494,13,304,6,729,3,1197,1,207,28,60,63,1093,1,1322,6,104,75,209,75,16,310,1033,50,1,242,73,4,295,3,595,1068,86,33,1886,1031,482,1068,86,521,1,22,307,46,1223,332,90,1068,86,33,1886,1031,482,1068,86,521,1,22,307,46,1223,332,90,1068,86,33,1886,1031,482,1068,86,521,1,22,307,46,1223,332,90,3,train
2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,406,76,3,254,106,232,219,290,50,237,233,226,830,26,290,552,213,476,106,232,219,5,739,50,254,261,613,830,26,5,739,9,12,1,231,133,528,113,177,5,875,47,739,2,2019,12,1400,67,493,55,681,574,85,341,37,35,3372,12,6254,207,5,168,4,63,1245,106,232,219,5,739,5,454,164,8,21,9,6,23,154,255,5,739,9,12,1,231,133,528,113,177,5,875,47,739,2,2019,12,1400,67,493,55,681,574,85,341,37,35,3372,12,6254,59,218,18,171,22,116,37,61,217,1387,1424,3823,199,9,60,116,2,82,4,530,5,36,9,12,1,231,133,9,12,1,231,133,528,113,177,5,875,47,739,2,2019,12,1400,67,493,55,681,574,85,341,37,35,3372,12,6254,85,341,37,35,3372,12,6254,3,train
2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,3,949,1,343,1011,3,206,5796,1,343,13,6,130,3,343,97,1,2,8,2,60,144,467,1952,21,9,11,46,2114,46,2114,5,8,26,44,1409,192,97,26,8,102,125,31,1,190,1656,47,128,3,26,44,161,7,11,147,94,2672,329,7,11,17,94,2580,329,25,27,7,1197,192,5,564,28,27,112,192,5,8,117,13,76,17,25,2,46,117,13,76,624,33,206,3196,86,2,7,6,76,4,63,1,7,11,28,111,2114,28,27,252,25,46,1409,1,26,8,74,125,31,47,493,1068,76,32,33,389,1,7,11,147,94,2672,329,7,11,17,94,2580,329,25,27,7,1197,192,5,564,28,27,112,192,7,11,147,94,2672,329,7,11,17,94,2580,329,25,27,7,1197,192,5,564,28,27,112,192,3,train
2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,307,3,5,8,17,227,1386,1004,261,245,40,16,803,40,232,3583,60,3771,37,147,9,11,2900,2682,2,30,5,8,9,12,709,1,2900,2682,2,2900,2682,2,9,11,2900,2682,2,30,9,6,307,3,5,8,17,227,1386,1004,494,3275,40,16,40,232,307,37,7,363,146,9,11,2900,2682,2,30,5,8,9,12,709,1,2900,2682,2,2900,2682,2,9,11,2900,2682,2,30,9,32,1004,788,2159,46,254,9,6,307,37,7,6,1261,19,2,289,124,9,11,2900,2682,2,30,5,8,9,12,709,1,2900,2682,2,2900,2682,2,5,8,9,12,3856,97,9,6,307,37,9,6,307,37,9,11,2900,2682,2,30,3,train
2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3,432,308,853,197,427,239,2032,5419,194,1456,110,226,1288,12,1390,2482,3052,2432,382,40,198,426,559,2,286,2,2667,3,150,84,9,6,152,26,108,1383,217,1606,8,1287,3401,348,758,69,361,642,1049,1031,9,12,127,1,2302,1208,2,30,9,6,3453,3421,187,236,2,9,12,239,1,84,5409,187,236,152,9,78,2029,216,2350,97,137,137,3,train
2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,366,67,25,115,4,35,7,525,102,125,31,1,5,660,70,124,911,5,25,115,37,108,32,431,1394,366,67,25,115,4,35,7,525,102,125,31,1,5,660,70,124,911,5,25,115,37,108,32,431,13,692,4,2578,262,6,1326,4,5,415,62,6221,2,15,51,66,4,340,63,1,41,76,93,12,136,25,1394,366,67,25,115,4,35,7,525,102,125,31,1,5,660,51,23,21,1023,11,5,25,115,37,85,549,431,13,692,4,2578,262,6,1326,4,5,415,62,6221,2,15,51,66,4,340,63,1,41,76,93,12,136,25,13,692,4,2578,262,6,1326,4,5,415,62,6221,2,15,51,66,4,340,63,1,41,76,93,12,136,25,1394,366,67,25,115,4,35,7,525,102,125,31,1,5,660,51,23,21,1023,11,5,25,115,37,85,549,431,5,8,147,58,438,568,10,5,51,4138,1023,11,25,240,2420,1,911,23,3,7,11,1230,36,26,5,8,147,58,438,568,10,5,51,4138,1023,11,25,240,2420,1,911,23,3,7,11,1230,36,26,3,train
2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,108,3,74,1,9,1053,12,7374,10,5,325,2,302,1,568,1134,81,26,52,4,1232,2,14,307,2,15,435,3,74,568,296,2,307,10,598,26,1356,60,26,781,44,52,4,15,26,52,232,15,195,3,1758,1,13,11,1879,1949,14,316,2,1007,28,12,71,1793,592,1238,1089,7079,4,255,538,137,1211,29,15,313,19,507,13,78,1822,15,59,3,595,4135,6,30,13,78,108,15,4135,2,15,577,180,124,377,108,927,244,1,377,108,269,3,146,377,108,28,470,140,109,146,13,82,3,63,146,377,108,108,15,4135,2,13,78,240,318,3559,1457,28,470,88,9,85,307,830,97,1,40,4,1322,1,307,161,1232,14,307,2,15,644,577,310,2,4954,1702,1996,3159,147,2,4135,2,307,781,111,2885,124,193,307,6,5838,37,85,10,13,595,94,3532,3,124,2173,361,59,3,339,4,595,59,2,1716,1,29,14,131,6,853,30,307,6,5838,81,124,332,90,307,6,5838,203,159,332,90,742,3,train
2861,45,2,30,5,51,1225,2,5,51,120,8,5,51,2,45,111,35,5,51,108,2,5,51,375,8,5,51,981,2,45,111,35,5,51,1225,2,5,51,120,8,5,51,2,45,111,35,5,51,108,2,5,51,375,8,5,51,981,2,45,111,35,112,1,25,27,7,6,104,6,51,23,3,45,111,241,112,1,25,27,7,6,104,6,51,375,45,2,30,112,1,25,27,7,6,104,6,51,23,3,45,111,241,112,1,25,27,7,6,104,6,51,375,45,2,30,201,25,182,1,7,6,91,3,5340,26,1518,6,28,201,25,93,47,7,6,73,3,167,26,27,430,6,430,201,25,182,1,7,6,91,3,5340,26,1518,6,28,201,25,93,47,7,6,73,3,167,26,27,430,6,430,112,1,25,27,7,6,104,6,51,23,3,45,111,241,112,1,25,27,7,6,104,6,51,375,45,2,30,112,1,25,27,7,6,104,6,51,23,3,45,111,241,112,1,25,27,7,6,104,6,51,375,45,2,30,112,1,25,27,7,6,104,6,51,23,3,45,111,241,112,1,25,27,7,6,104,6,51,375,45,2,30,3,train
2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,6,351,11,2,82,4,15,3840,308,170,1,49,3,1,40,39,4,459,1604,2,1795,1,155,13,82,2,365,1803,3392,86,6,351,11,2,82,4,15,3840,308,23,103,12,28,111,1378,40,39,4,459,1604,2,1795,1,155,13,82,4,25,887,26,1844,94,180,8,131,1362,2402,1253,1,215,437,2,224,4,215,1844,94,2,5,73,2859,1253,1,215,437,59,3,701,86,6,351,11,2,82,4,15,3840,308,170,1,49,3,1,40,39,4,459,1604,2,1795,1,155,13,82,2,365,1803,3392,1844,94,180,8,131,1362,2402,1253,1,215,437,2,224,4,215,1844,94,2,5,73,2859,1253,1,215,437,59,3,701,1844,94,180,8,131,1362,2402,1253,1,215,437,2,224,4,215,1844,94,2,5,73,2859,1253,1,215,437,59,3,701,86,6,351,11,2,82,4,15,3840,308,170,1,49,3,1,40,39,4,459,1604,2,1795,1,155,13,82,2,365,1803,3392,13,82,2,365,1803,3392,13,82,2,365,1803,3392,3,train
2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,906,1760,80,5,28,208,411,6,386,1100,190,1727,958,2489,13,82,37,5,269,3,497,1314,508,224,3,892,317,7,3097,669,65,110,1461,82,5,8,467,40,198,190,1727,4,497,28,91,37,701,201,906,1760,80,5,28,5,51,736,2967,1516,48,20,2866,645,58,7,78,3194,1314,508,224,3,892,317,7,3097,669,65,110,1461,82,5,8,467,40,198,190,1727,4,497,28,91,37,701,4139,31,1,180,32,249,240,606,6,1268,1141,12,28,190,325,370,25,3,112,991,5,307,3,1750,28,303,4886,4,616,1,40,7,526,1674,192,13,289,6,5444,3,142,192,110,4876,62,1171,63,1314,508,224,3,892,317,7,3097,669,65,110,1461,82,5,8,467,40,198,190,1727,4,497,94,13,91,37,20,701,28,91,37,701,701,3,train
2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1459,1089,104,3,99,28,91,275,1033,2201,485,7,204,1701,1,33,182,47,729,134,329,4,75,16,18,494,213,283,239,1,386,67,5,308,415,698,386,26,7,6,4013,19,3,37,2386,386,11,582,1,304,7,6,51,23,3,21,241,117,33,289,1,28,12,85,7,112,1,5,5042,292,2,701,1591,40,37,698,148,6,950,32,1,381,544,25,115,37,431,7,6,51,23,3,21,241,117,33,289,1,28,12,85,7,112,1,7,118,28,112,160,1,1544,67,64,7,6,51,23,30,25,3,5,8,38,98,5,8,38,98,3,train
2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,318,80,80,80,289,80,99,86,303,99,86,303,80,80,148,30,28,80,80,1136,6,28,99,86,303,99,86,303,286,80,86,80,286,80,86,286,80,86,80,1635,80,80,80,80,148,30,28,80,80,1136,6,28,99,86,303,99,86,303,286,80,86,80,286,80,86,286,80,86,80,1635,80,80,286,80,86,80,286,80,86,286,80,86,80,1635,80,80,3,train
2866,302,33,520,7,6,140,39,4,15,23,3,773,229,579,163,1040,399,135,81,5,295,1213,498,5,39,4,2212,579,302,33,520,244,1,519,2463,632,1,568,592,111,1040,2511,134,845,7,6,5285,353,46,2768,3,1,322,8,1776,1244,163,3626,34,2410,64,706,345,3233,719,10,7,11,34,7,478,209,2,119,1515,6,104,54,115,4616,104,53,7,6,140,39,4,15,23,3,773,229,579,163,1040,399,135,81,5,295,1213,498,5,39,4,2212,579,302,33,520,7,6,140,39,4,15,23,3,773,229,579,163,1040,399,135,81,5,295,1213,498,5,39,4,2212,579,302,33,520,45,62,3673,565,7,11,335,12,206,1,15,335,4,1579,255,335,12,206,54,650,3,949,47,305,917,1779,3,144,562,193,33,1,13,339,4,237,13,1799,13,6,579,7,6,335,12,6251,38,13,40,319,3863,1633,6,156,4406,68,7,6,140,39,4,15,23,3,773,229,579,163,1040,399,135,81,5,295,1213,498,5,39,4,2212,579,302,33,520,7,6,140,39,4,15,23,3,773,229,579,163,1040,399,135,81,5,295,1213,498,5,39,4,2212,579,302,33,520,3,train
2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,33,2,991,1,3928,415,3928,2704,124,135,20,530,157,4645,16,14,20,17,23,14,20,530,5,564,3,28,12,145,241,7,6,308,318,1383,33,145,21,54,80,80,145,20,145,377,94,969,2,7,6,51,705,62,335,671,206,1086,1199,20,80,812,3592,6,28,610,172,14,5,564,3,28,12,145,241,7,6,308,318,1383,33,145,21,54,80,80,145,7,6,285,2,21,1,40,101,33,145,21,54,80,80,145,3,train
2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,335,12,2393,80,6,392,517,14,50,1,80,6,392,517,14,80,6,377,392,20,457,1,262,6,411,364,530,292,48,257,37,12,2197,857,112,1,112,1,28,80,1271,295,10,80,6,392,517,14,7,6,6,11,2,23,205,80,6,392,517,14,80,6,377,392,20,1041,894,894,80,6,392,517,14,80,6,377,392,20,457,1,262,6,411,364,530,292,48,257,37,12,2197,857,112,1,112,1,28,80,80,6,377,392,20,457,1,262,6,411,364,530,292,48,257,37,12,2197,857,112,1,112,1,28,80,3,train
2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,232,121,82,1115,28,5,1956,3,340,1023,83,5,8,15,2,605,421,141,4,6091,459,195,6255,21,7,6,62,3841,19,3,1023,83,33,1463,482,162,232,13,121,82,1115,28,41,239,11,14,66,2,33,154,445,605,421,141,37,2039,47,5466,37,4202,13,69,3,92,1937,74,1,17,644,63,2579,3,72,18,75,16,2,421,12,142,1,29,15,7,6,62,3841,19,3,1023,83,33,1463,482,162,232,13,121,82,1115,28,41,239,11,14,66,2,33,154,445,605,421,141,37,2039,47,5466,37,4202,13,69,3,92,1937,74,1,17,644,63,2579,3,72,18,75,16,2,421,12,142,1,29,15,162,232,121,82,1115,28,5,1956,3,340,1023,83,5,8,15,2,605,421,141,4,6091,459,195,6255,21,6091,459,195,6255,21,3,train
2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,4,2524,15,7,78,858,12,577,28,7,858,1,51,335,19,48,13,858,12,142,1,7,858,562,7,858,562,7,858,562,25,111,7,858,1664,26,7,858,1664,26,7,858,1664,26,25,111,1024,3,2,4140,25,10,20,863,792,7,689,6,307,3,1281,59,3,182,1,1544,26,7,858,562,7,858,562,7,858,562,25,111,7,858,1664,26,7,858,1664,26,7,858,1664,26,25,111,80,11,7,6,28,80,11,7,6,28,80,11,7,6,28,86,80,11,7,6,430,80,11,7,6,430,80,11,7,6,430,86,112,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,80,11,7,6,28,80,11,7,6,28,80,11,7,6,28,86,80,11,7,6,430,80,11,7,6,430,80,11,7,6,430,86,80,11,7,6,430,86,3,train
